id,status2021EN,status2021HE,surnameHE,givenNameHE,surnameEN,givenNameEN,genderEN,genderHE,nationalityEN,nationalityHE,religionEN,religionHE,religiousityEN,religiousityHE,ethnicityEN,ethnicityHE,birthCountryEN,birthCountryHE,birthYear,majorChildhoodCityHE,majorChildhoodCityEN,citySocio,highschoolHE,educationTypeEN,educationTypeHE,armyServiceEN,armyServiceHE,mainLegalEducationEN,mainLegalEducationHE,mainLegalEducationTypeInstEN,mainLegalEducationTypeInstHE,YearFisrtDegreeGraduation,typeAdvancedLegalEducationEN,typeAdvancedLegalEducationHE,universityAdvancedLegalEducationEN,universityAdvancedLegalEducationHE,yearAdvancedLegalEducation,otherAdvancedEducationHE,placeOfInternshipEN,placeOfInternshipHE,yearOfBecomingLawyer,lastPositionBeforeJudgeshipEN,lastPositionBeforeJudgeshipEN,position1EN,position1HE,court1NameEN,court1NameHE,position1Year,position2EN,position2HE,court2NameEN,court2NameHE,position2Year,position3EN,position3HE,court3NameEN,court3NameHE,position3Year,position4EN,position4HE,court4NameEN,court4NameHE,position4Year,position5EN,position5HE,court5NameEN,court5NameHE,position5Year,position6EN,position6HE,court6NameEN,court6NameHE,position6Year,position7EN,position7HE,court7NameEN,court7NameHE,position7Year,position8EN,position8HE,court8NameEN,court8NameHE,position8Year,everInSupremeCourt,everInSupremeStartYear1,everInSupremeEndYear1,everInSupremeStartYear2,everInSupremeEndYear2,everInDistrict,everInDistrictStartYear1,everInDistrictEndYear1,everInDistrictStartYear2,everInDistrictEndYear2,everInMagistrate,everInMagistrateStartYear1,everInMagistrateEndYear1,everInMagistrateStartYear2,everInMagistrateEndYear2,everInLaborRegional,everInLaborRegionalStartYear1,everInLaborRegionalEndYear1,everInLaborRegionalStartYear2,everInLaborRegionalEndYear2,everInLaborNational,everInLaborNationalStartYear,everInLaborNationalEndYear,endOfCareerEN,endOfCareerHE,endOfCareerYear,comments,ageOfEnteringJudgeship,xpInFirstNom,ageOfRetirement,JudgeshipxpInRet
925,Inactive,אינו פעיל\ אינה פעילה,"ליברמן צבי ז""ל",צבי,Zvi Lieberman,deer,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Ashkenazi,אשכנזי\ה,Unknown,לא ידוע,1927,לא ידוע,Unknown,null,null,Unknown,לא ידוע,Unknown,Unkown,Hebrew University of Jerusalem,האוניברסיטה העברית בירושלים,University,אוניברסיטה,1955,Masters,Masters,North America,צפון אמריקה,1962,לא ידוע,Unknown,לא ידוע,Unknown,Government department/agency,משרד או רשות ממשלתית,Judge - specialty,שיפוט (מומחיות),Magistrate - Haifa District,שלום- מחוז חיפה,1964,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,1964,1975,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,1975,נפטר 2007,37,Unknown,48,11
926,Active,פעיל\ה,לייבו ,שמעון,,Simon,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - Orthodox Background,דתי אורותודכסי,Ashkenazi,אשכנזי\ה,Israel\Palestine,ישראל\פלשתינה,1968,נתניה,Netanya,6,ישיבת בני עקיבא בנתניה,religious (state and independent),דתי (ממלכתי\עצמאי),Army Service,Army Service,Bar Ilan University ,אוניברסיטת בר אילן,University,אוניברסיטה,1995,Masters,Masters,Bar Ilan University (BIU),אוניברסיטת בר אילן,1999,לא ידוע,Unknown,לא ידוע,1996,Law Firm,"משרד עו""ד",Judge,שיפוט,Magistrate - Ashkelon,שלום- אשקלון,2012,Acting Judge,שיפוט בפועל,Magistrate - Ashkelon,שלום- אשקלון,2012,Judge - specialty,שיפוט- מומחיות,Magistrate - Jerusalem,שלום- ירושלים,2013,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,2012,9999,,,FALSE,,,,,FALSE,,,null,null,9999,-99,44,16,FALSE,null
927,Inactive,אינו פעיל\ אינה פעילה,ליכטנשטיין זלמן,זלמן,Liechtenstein Zalman,Zalman,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Ashkenazi,אשכנזי\ה,Eastern Europe,מזרח אירופה,1919,לא ידוע,Unknown,null,null,Unknown,לא ידוע,Unknown,Unkown,Hebrew University of Jerusalem,האוניברסיטה העברית בירושלים,University,אוניברסיטה,Unknown,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Unknown,לא ידוע,1957,Unknown,לא ידוע,Registrar,רשמות,Magistrate - Tel Aviv-Jaffa,שלום- תל אביב יפו,1959,Judge,שיפוט,Magistrate - Tel Aviv-Jaffa,שלום- תל אביב יפו,1964,Judge,שיפוט,District - Tel Aviv-Jaffa,מחוזי- תל אביב יפו,1983,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,1983,1989,,,TRUE,1959,1982,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,1989,שנת פרישה תוקנה לגיל 70,40,2,70,30
928,Inactive,אינו פעיל\ אינה פעילה,לינדנשטראוס מיכה,מיכה,Micha Lindenstrauss,Micha,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - no religious background,ללא רקע דתי,Ashkenazi,אשכנזי\ה,West-North Europe,מערב וצפון אירופה,1937,חיפה,Haifa,7,גמנסיה ביאליק,state-secular,ממלכתי,Army Service,Army Service,Hebrew University of Jerusalem,האוניברסיטה העברית בירושלים,University,אוניברסיטה,1962,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,IDF,"צה""ל",1967,"Security Forces (Police, IDF, ISA) ","כוחות הבטחון (צה""ל, משטרה, שב""כ)",Judge - specialty,שיפוט (מומחיות),Magistrate - Unknown,שלום- לא ידוע,1972,Judge,שיפוט,Magistrate - Haifa,שלום- חיפה,1975,Judge,שיפוט,District - Haifa,מחוזי- חיפה,1982,Vice President,"סגנות נשיאות בימ""ש",District - Haifa,מחוזי- חיפה,1995,President,"נשיאות בימ""ש",District - Haifa,מחוזי- חיפה,1999,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,1982,2005,,,TRUE,1972,1981,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,2005,,35,5,68,33
929,Active,פעיל\ה,ליפשיץ ,יחיאל,Lifschitz,Yehiel,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Ashkenazi,אשכנזי\ה,Israel\Palestine,ישראל\פלשתינה,1967,לא ידוע,Unknown,null,null,Unknown,לא ידוע,Army Service,Army Service,University of Haifa,אוניברסיטת חיפה,University,אוניברסיטה,1996,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Public Prosecutor ,פרקליטות המדינה,1997,Public Prosecutor,פרקליטות המדינה,Judge,שיפוט,Magistrate - Haifa District,שלום- מחוז חיפה,2008,Acting Judge,שיפוט בפועל,District - Haifa,מחוזי- חיפה,2013,Judge,שיפוט,District - Haifa,מחוזי- חיפה,2014,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,2013,9999,,,TRUE,2008,2012,,,FALSE,,,,,FALSE,,,null,null,9999,-99,41,11,FALSE,null
930,Active,פעיל\ה,לכנר ,אדוארדו,fiddle,Eduardo,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Ashkenazi,אשכנזי\ה,Eastern Europe,מזרח אירופה,1973,חוץ לארץ,abroad,null,null,Unknown,לא ידוע,Army Service,Army Service,College of Management,המכללה למנהל,College,מכללה,2000,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Unknown,לא ידוע,2001,Law Firm,"משרד עו""ד",Registrar,רשמות,Magistrate - Tel Aviv District,שלום- מחוז תל אביב,2007,Senior Registrar,רשמות בכירה,Magistrate - Tel Aviv District,שלום- מחוז תל אביב,2012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,2007,9999,,,FALSE,,,,,FALSE,,,null,null,9999,-99,34,6,FALSE,null
931,Inactive,אינו פעיל\ אינה פעילה,"לם יוסף מיכאל ז""ל",יוסף מיכאל,The late Joseph Michael Lam,Joseph Michael,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Ashkenazi,אשכנזי\ה,Eastern Europe,מזרח אירופה,1899,לא ידוע,Unknown,null,null,Unknown,לא ידוע,Unknown,Unkown,Abroad (other),"חו""ל (אחר)",Abroad,"חו""ל",1924,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Unknown,לא ידוע,Unknown,Public Prosecutor,פרקליטות המדינה,Judge,שיפוט,Magistrate - Tel Aviv-Jaffa,שלום- תל אביב יפו,1948,Judge,שיפוט,District - Tel Aviv-Jaffa,מחוזי- תל אביב יפו,1951,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,1951,1969,,,TRUE,1948,1950,,,FALSE,,,,,FALSE,,,deceased,פטירה,1969,נפטר 1976,49,Unknown,70,21
932,Inactive,אינו פעיל\ אינה פעילה,פלאח פארס,פארס,Falah Fares,Fares,Male,זכר,Palestinian\Arab,ערבי\פלסטיני,Druze,דרוזי\ת,null,null,None-Jewish,לא יהודי\ה,Israel\Palestine,ישראל\פלשתינה,1932,כסרא-סמיע,Kasra-Samia,3,null,Unknown,לא ידוע,Unknown,Unkown,Unknown,לא ידוע,Unknown,לא ידוע,1961,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Unknown,לא ידוע,1963,Law Firm,"משרד עו""ד",Judge,שיפוט,Magistrate - Unknown,שלום- לא ידוע,1969,Vice President,"סגנות לנשיאות בימ""ש",Magistrate - Unknown,שלום- לא ידוע,1994,Vice President,"סגנות נשיאות בימ""ש",Magistrate - Haifa,שלום- חיפה,2001,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,1969,2002,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,2002,נטען שלמד בשלוחה של העברית בחיפה ב1961,37,6,70,33
933,Inactive,אינו פעיל\ אינה פעילה,"לנדא א. פליקס ז""ל",פליקס,A. Landa. The late Felix,Felix,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Ashkenazi,אשכנזי\ה,Africa (except north),אפריקה (ללא צפון אפריקה),1911,לא ידוע,Unknown,null,null,Unknown,לא ידוע,Unknown,Unkown,Britain and its Colonies,בריטניה והקולוניות,Abroad,"חו""ל",1931,Masters,Masters,Britain and its colonies,בריטניה והקולוניות,1933,לא ידוע,Unknown,לא ידוע,1934,Public Prosecutor,פרקליטות המדינה,Judge,שיפוט,District - Jerusalem,מחוזי- ירושלים,1962,Vice President,"סגנות לנשיאות בימ""ש",District - Jerusalem,מחוזי- ירושלים,1976,Acting President,"נשיאות בימ""ש בפועל",District - Jerusalem,מחוזי- ירושלים,1976,Senior Judge,שיפוט בכיר,District - Jerusalem,מחוזי- ירושלים,1977,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,1962,1981,,,FALSE,,,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,1981,נפטר 2002,51,28,70,19
934,Inactive,אינו פעיל\ אינה פעילה,"לנדוי משה ז""ל",משה,The late Moshe Landau,Moses,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Ashkenazi,אשכנזי\ה,West-North Europe,מערב וצפון אירופה,1912,לא ידוע,Unknown,null,null,Unknown,לא ידוע,Unknown,Unkown,Britain and its Colonies,בריטניה והקולוניות,Abroad,"חו""ל",1933,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Unknown,לא ידוע,1937,Law Firm,"משרד עו""ד",Judge,שיפוט,Magistrate - Haifa,שלום- חיפה,1940,Judge,שיפוט,District - Haifa,מחוזי- חיפה,1973,Judge,שיפוט,Supreme Court,עליון,1953,Vice President,"סגנות נשיאות בימ""ש",Supreme Court,עליון,1976,President,"נשיאות בימ""ש",Supreme Court,עליון,1980,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,1953,1982,,,TRUE,1948,1952,,,TRUE,1940,1972,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,1982,נפטר 2011,28,3,70,42
935,Inactive,אינו פעיל\ אינה פעילה,"לנדמן שמואל ז""ל",שמואל,,Samuel,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - no religious background,ללא רקע דתי,Ashkenazi,אשכנזי\ה,Israel\Palestine,ישראל\פלשתינה,1958,תל אביב -יפו,Tel Aviv Jaffa,8,אורט יד סינגלובסקי,state-secular,ממלכתי,Army Service,Army Service,Hebrew University of Jerusalem,האוניברסיטה העברית בירושלים,University,אוניברסיטה,1986,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Public Prosecutor ,פרקליטות המדינה,1987,Law Firm,"משרד עו""ד",Judge,שיפוט,Magistrate - Tel Aviv District,שלום- מחוז תל אביב,1998,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,1998,2013,,,FALSE,,,,,FALSE,,,deceased,פטירה,2013,נפטר 2013,40,11,55,15
936,Active,פעיל\ה,לנדסמן ,דוד,Landsman,Uncle,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Ashkenazi,אשכנזי\ה,West-North Europe,מערב וצפון אירופה,1951,חוץ לארץ,abroad,null,"בית ספר תיכון יהודי ע""ש ""החשמונאים""",Unknown,לא ידוע,Army Service,Army Service,Britain and its Colonies,בריטניה והקולוניות,Abroad,"חו""ל",1974,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Law Firm,"משרד עו""ד",1978,Public Prosecutor,פרקליטות המדינה,Judge - specialty,שיפוט (מומחיות),Magistrate - Unknown,שלום- לא ידוע,1996,Judge,שיפוט,Magistrate - Southern District,שלום- מחוז דרום,2010,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,1996,9999,,,FALSE,,,,,FALSE,,,null,null,9999,הוסמך לעריכת דין באנגליה לפני שהוסמך בארץ,45,18,FALSE,null
937,Active,פעיל\ה,מרגולין-יחידי ,לימור,Margolin-alone,Limor,Female,נקבה,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Ashkenazi,אשכנזי\ה,Israel\Palestine,ישראל\פלשתינה,1968,לא ידוע,Unknown,null,null,Unknown,לא ידוע,Army Service,Army Service,Tel Aviv University,אוניברסיטת תל אביב,University,אוניברסיטה,1994,Masters,Masters,Tel Aviv University (TAU),אוניברסיטת תל אביב,1998,לא ידוע,Law Firm,"משרד עו""ד",1995,Public Prosecutor,פרקליטות המדינה,Judge,שיפוט,Magistrate - Tel Aviv-Jaffa,שלום- תל אביב יפו,2007,Acting Judge,שיפוט בפועל,District - Tel Aviv-Jaffa,מחוזי- תל אביב יפו,Unknown,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,unknown,9999,,,TRUE,2007,Unknown,,,FALSE,,,,,FALSE,,,null,null,9999,-99,39,12,FALSE,null
938,Active,פעיל\ה,נחמן ,איטה,Nachman,Itâ,Female,נקבה,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Unknown,לא ידוע,Israel\Palestine,ישראל\פלשתינה,1957,לא ידוע,Unknown,null,null,Unknown,לא ידוע,Army Service,Army Service,Tel Aviv University,אוניברסיטת תל אביב,University,אוניברסיטה,1976,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,IDF,"צה""ל",1980,Public Prosecutor,פרקליטות המדינה,Judge,שיפוט,Magistrate - Rishon LeZion,שלום- ראשון לציון,2007,Senior Judge,שיפוט בכיר,Magistrate - Rishon LeZion,שלום- ראשון לציון,2015,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,2007,9999,,,FALSE,,,,,FALSE,,,null,null,9999,-99,50,27,FALSE,null
939,Inactive,אינו פעיל\ אינה פעילה,"לרון אפרים ז""ל",אפרים,The late Ron Ephraim,Ephraim,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - no religious background,ללא רקע דתי,Ashkenazi,אשכנזי\ה,Eastern Europe,מזרח אירופה,1931,ירושלים,Jerusalem,3,גמנסיה עברית,state-secular,ממלכתי,Army Service,Army Service,Hebrew University of Jerusalem,האוניברסיטה העברית בירושלים,University,אוניברסיטה,Unknown,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Unknown,לא ידוע,1955,Government department/agency,משרד או רשות ממשלתית,Judge,שיפוט,Magistrate - Unknown,שלום- לא ידוע,1963,Judge,שיפוט,Distrcit - Unknown,מחוזי- מחוז לא ידוע,1970,Vice President,"סגנות נשיאות בימ""ש",District - Beer Sheva,מחוזי- באר שבע,1994,President,"נשיאות בימ""ש",District - Beer Sheva,מחוזי- באר שבע,1995,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,1970,2001,,,TRUE,1963,1969,,,FALSE,,,,,FALSE,,,Retired,פרישה לגמלאות,2001,נפטר 2006,32,8,70,38
940,Active,פעיל\ה,לרנר ,צוריאל,Lerner,Zuriel,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - Orthodox Background,דתי אורותודכסי,Ashkenazi,אשכנזי\ה,Israel\Palestine,ישראל\פלשתינה,1968,לא ידוע,Unknown,null,null,Unknown,לא ידוע,Army Service,Army Service,Hebrew University of Jerusalem,האוניברסיטה העברית בירושלים,University,אוניברסיטה,1995,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Unknown,לא ידוע,1997,Law Firm,"משרד עו""ד",Registrar,רשמות,Magistrate - Center District,שלום- מחוז מרכז,2005,Senior Registrar,רשמות בכירה,Magistrate - Center District,שלום- מחוז מרכז,2012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,2005,9999,,,FALSE,,,,,FALSE,,,null,null,9999,-99,37,8,FALSE,null
941,Active,פעיל\ה,מאור ,עודד,Maor,Oded,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Unknown,לא ידוע,Unknown,לא ידוע,Israel\Palestine,ישראל\פלשתינה,1967,לא ידוע,Unknown,null,null,Unknown,לא ידוע,Army Service,Army Service,College of Management,המכללה למנהל,College,מכללה,1995,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Law Firm,"משרד עו""ד",1996,Government department/agency,משרד או רשות ממשלתית,Registrar,רשמות,Magistrate - Tel Aviv-Jaffa,שלום- תל אביב יפו,2002,Judge,שיפוט,Magistrate - Tel Aviv District,שלום- מחוז תל אביב,2007,Acting Judge,שיפוט בפועל,District - Tel Aviv-Jaffa,מחוזי- תל אביב יפו,2016,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,TRUE,2016,9999,,,TRUE,2002,2015,,,FALSE,,,,,FALSE,,,null,null,9999,-99,35,6,FALSE,null
942,Active,פעיל\ה,מאושר ,אבשלום,Happy,Absalom,Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - no religious background,ללא רקע דתי,Unknown,לא ידוע,Israel\Palestine,ישראל\פלשתינה,1953,הרצלייה,Herzliya,8,"ביה""ס הראשונים בהרצליה",state-secular,ממלכתי,Army Service,Army Service,The College of Law and Business,המרכז האקדמי למשפט ולעסקים,College,מכללה,1999,Unknown,לא ידוע,Unknown,לא ידוע,null,"ראשון בהיסטוריה ושני במדיניות ציבורית ת""א",Public Prosecutor ,פרקליטות המדינה,2000,Law Firm,"משרד עו""ד",Judge - specialty,שיפוט (מומחיות),Magistrate - Ashdod,שלום- אשדוד,2012,Acting Judge,שיפוט בפועל,Magistrate - Southern District,שלום- מחוז דרום,2012,Judge,שיפוט,Magistrate - Southern District,שלום- מחוז דרום,2013,Vice President,"סגנות נשיאות בימ""ש",Magistrate - Southern District,שלום- מחוז דרום,2016,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,FALSE,null,null,,,FALSE,,,,,TRUE,2012,9999,,,FALSE,,,,,FALSE,,,null,null,9999,"שירת בקבע עד 1997. תואר ראשון בהיסטוריה מאוני ת""א ב-1988 ותואר שני במדיניות ציבורית מאוני ת""א ב-1996.",59,12,FALSE,null
943,Active,פעיל\ה,מאזוז,מנחם (מני),,Menachem (Meni),Male,זכר,Jew,יהודי,Jew,יהודי\ה,Jew - no religious background,ללא רקע דתי,Mizrahi,מזרחי\ת,North Africa,צפון אפריקה,1955,נתיבות,Netivot,3,ישיבה תיכונית מרום ציון בירושלים,religious (state and independent),דתי (ממלכתי\עצמאי),Army Service,Army Service,Hebrew University of Jerusalem,האוניברסיטה העברית בירושלים,University,אוניברסיטה,1980,Unknown,לא ידוע,Unknown,לא ידוע,null,לא ידוע,Supreme Court,"בימ""ש עליון",Unknown,Justice Department - other,משרד המשפטים- אחר,Judge,שיפוט,Supreme Court,עליון,2014,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,TRUE,2014,9999,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,null,null,9999,היה היועץ המשפטי לממשלה,59,Unknown,FALSE,null
